gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	TPM_coefficient_of_quartile_variation	FPKM_ci_lower_bound	FPKM_ci_upper_bound	FPKM_coefficient_of_quartile_variation
ENSG00000223745.7	ENST00000411670.5,ENST00000413606.5,ENST00000414430.5,ENST00000415150.5,ENST00000421202.5,ENST00000424517.3,ENST00000427669.5,ENST00000429859.5,ENST00000432741.5,ENST00000436200.2,ENST00000438777.5,ENST00000440778.5,ENST00000442860.5,ENST00000445076.1,ENST00000446528.6,ENST00000447577.5,ENST00000449305.5,ENST00000450843.5,ENST00000451302.6,ENST00000452347.5,ENST00000455474.5,ENST00000457025.5,ENST00000457387.1,ENST00000602488.5	1821.25	1612.59	1726.00	5.23	15.24	1726.00	0.00	5.74	16.76	5.23729	6.26058	0.0307541	15.3025	18.2931	0.0307775
ENSG00000223746.1	ENST00000447108.1	299.00	90.50	0.00	0.00	0.00	0.00	0.00	0.05	0.16	3.15904e-07	0.159721	0.652148	9.23424e-07	0.466791	0.652176
ENSG00000223749.9	ENST00000414769.1,ENST00000440570.5,ENST00000441492.1,ENST00000445415.1,ENST00000457876.5	646.00	437.34	9.00	0.10	0.29	9.00	0.00	0.18	0.52	0.0824094	0.290406	0.199691	0.24071	0.848662	0.199632
ENSG00000223750.1	ENST00000340424.4	1216.00	1007.32	2.00	0.01	0.03	2.00	0.00	0.01	0.04	0.00152575	0.0310966	0.388331	0.00447026	0.0909095	0.388283
ENSG00000223751.1	ENST00000425850.1	535.00	326.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	6.1356e-07	0.0448222	0.658258	1.79296e-06	0.131035	0.658243
ENSG00000223753.2	ENST00000454247.2	670.00	461.34	0.00	0.00	0.00	0.00	0.00	0.01	0.03	1.57869e-07	0.0316789	0.656537	4.61611e-07	0.0926084	0.656534
ENSG00000223754.1	ENST00000429717.1	543.00	334.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	1.05517e-07	0.0439345	0.657445	3.08437e-07	0.128389	0.657494
ENSG00000223756.6	ENST00000450217.2,ENST00000526284.5,ENST00000526488.5,ENST00000529482.5,ENST00000530366.5,ENST00000533775.5	2337.00	2128.32	2.00	0.00	0.01	2.00	0.00	0.06	0.19	0.0146794	0.128844	0.316414	0.0427605	0.37644	0.316385
ENSG00000223760.4	ENST00000424716.1,ENST00000427638.1	1187.00	978.34	0.00	0.00	0.00	0.00	0.00	0.02	0.05	0.000135013	0.047426	0.543896	0.000394608	0.138634	0.543822
ENSG00000223761.1	ENST00000446794.1	168.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000223764.2	ENST00000417705.1,ENST00000432961.1,ENST00000609207.1	2057.00	1848.33	0.00	0.00	0.00	0.00	0.00	0.02	0.05	0.000759029	0.0413652	0.464167	0.00211157	0.120822	0.464082
ENSG00000223765.2	ENST00000431997.2	452.00	243.37	0.00	0.00	0.00	0.00	0.00	0.02	0.06	2.65616e-07	0.0594033	0.654773	7.76404e-07	0.173614	0.65476
ENSG00000223768.2	ENST00000400362.3,ENST00000433465.2,ENST00000454115.6,ENST00000647108.1	7540.00	7331.32	468.00	0.31	0.91	468.00	0.00	0.35	1.03	0.297549	0.416851	0.0539416	0.868002	1.21662	0.0539213
ENSG00000223770.5	ENST00000439234.5,ENST00000454066.1	2651.00	2442.32	1.00	0.00	0.01	1.00	0.00	0.01	0.03	0.000726295	0.0249911	0.432643	0.00214303	0.0730686	0.432654
ENSG00000223772.1	ENST00000445417.1	720.00	511.33	0.00	0.00	0.00	0.00	0.00	0.01	0.03	4.59732e-08	0.028645	0.655837	1.34385e-07	0.083739	0.655791
ENSG00000223773.7	ENST00000414513.7,ENST00000430562.6,ENST00000431582.6,ENST00000435581.7,ENST00000527459.6	1189.16	980.49	247.00	1.23	3.59	247.00	0.00	1.30	3.79	1.08118	1.53192	0.0594012	3.15931	4.47655	0.0594155
ENSG00000223773.7_PAR_Y	ENST00000414513.7_PAR_Y,ENST00000430562.6_PAR_Y,ENST00000431582.6_PAR_Y,ENST00000435581.7_PAR_Y,ENST00000527459.6_PAR_Y	1601.20	1392.53	0.00	0.00	0.00	0.00	0.00	0.04	0.11	0.00595999	0.0749791	0.358964	0.017081	0.218772	0.35899
ENSG00000223774.5	ENST00000414927.5,ENST00000458139.1	547.00	338.35	0.00	0.00	0.00	0.00	0.00	0.03	0.09	0.000797486	0.070446	0.478152	0.00203644	0.205595	0.478129
ENSG00000223776.5	ENST00000487567.2,ENST00000493812.2	1430.00	1221.32	10.00	0.04	0.12	10.00	0.00	0.05	0.14	0.021882	0.07397	0.195547	0.0649513	0.217205	0.195575
ENSG00000223777.1	ENST00000432828.1	434.00	225.37	0.00	0.00	0.00	0.00	0.00	0.02	0.06	1.33935e-06	0.0647208	0.655837	3.9156e-06	0.189169	0.655777
ENSG00000223779.6	ENST00000442049.3	869.00	660.33	0.00	0.00	0.00	0.00	0.00	0.01	0.02	1.62542e-09	0.0221523	0.654358	4.74937e-09	0.0647524	0.654412
ENSG00000223782.1	ENST00000413365.1	247.00	38.84	0.00	0.00	0.00	0.00	0.00	0.13	0.37	3.32001e-06	0.375208	0.65683	9.70412e-06	1.09665	0.656832
ENSG00000223783.1	ENST00000413586.1,ENST00000429834.1,ENST00000444346.1	500.33	291.69	0.00	0.00	0.00	0.00	0.00	0.05	0.16	0.0050189	0.115777	0.395958	0.0146895	0.338422	0.395925
ENSG00000223784.2	ENST00000417112.2,ENST00000649087.1,ENST00000649511.1,ENST00000650334.1	1789.50	1580.82	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.0022069	0.0282209	0.350171	0.00645148	0.0824879	0.350164
ENSG00000223786.1	ENST00000435946.1	669.00	460.34	0.00	0.00	0.00	0.00	0.00	0.01	0.03	9.59544e-09	0.031442	0.655568	2.80467e-08	0.0919091	0.655628
ENSG00000223787.2	ENST00000413730.2	346.00	137.43	0.00	0.00	0.00	0.00	0.00	0.04	0.10	1.77178e-07	0.105391	0.651236	5.17763e-07	0.308053	0.651198
ENSG00000223788.4	ENST00000509197.1	559.00	350.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	7.24979e-08	0.0416176	0.659112	5.53151e-07	0.121629	0.659022
ENSG00000223791.1	ENST00000426702.1	778.00	569.33	0.00	0.00	0.00	0.00	0.00	0.01	0.02	2.24353e-07	0.0253868	0.649847	6.55622e-07	0.074182	0.649844
ENSG00000223794.1	ENST00000416911.1	349.00	140.43	0.00	0.00	0.00	0.00	0.00	0.03	0.10	4.12806e-07	0.103997	0.657762	1.20694e-06	0.303955	0.657741
ENSG00000223795.2	ENST00000444936.2	450.00	241.37	0.00	0.00	0.00	0.00	0.00	0.02	0.06	1.67643e-07	0.0606546	0.653393	4.89898e-07	0.177283	0.653359
ENSG00000223797.5	ENST00000420850.1,ENST00000425156.5,ENST00000439293.5,ENST00000452768.5	813.72	605.05	44.00	0.36	1.04	44.00	0.00	0.39	1.14	0.280705	0.508264	0.0995301	0.820267	1.48512	0.0995542
ENSG00000223799.1	ENST00000411998.1	2228.00	2019.32	6.00	0.01	0.04	6.00	0.00	0.02	0.05	0.0057234	0.0296448	0.255939	0.0169166	0.0868312	0.256024
ENSG00000223800.1	ENST00000453639.1	316.00	107.47	0.00	0.00	0.00	0.00	0.00	0.05	0.13	4.09442e-06	0.135811	0.652195	2.149e-06	0.396874	0.652203
ENSG00000223802.7	ENST00000429504.6,ENST00000542296.6,ENST00000596048.1,ENST00000623882.3,ENST00000623927.1	1973.00	1764.33	0.00	0.00	0.00	0.00	0.00	0.02	0.05	0.00327674	0.0388444	0.347356	0.00954787	0.113519	0.347332
ENSG00000223803.1	ENST00000412545.1	360.00	151.42	1.01	0.03	0.10	1.02	0.14	0.06	0.19	0.00138953	0.154401	0.474283	0.0042606	0.451515	0.474254
ENSG00000223804.5	ENST00000613290.4,ENST00000616141.4,ENST00000617318.4,ENST00000621564.1	656.38	447.72	42.55	0.46	1.35	42.58	0.65	5.19	15.16	0.378464	14.625	0.581262	1.11355	42.7565	0.58131
ENSG00000223806.7	ENST00000411989.5,ENST00000429621.1,ENST00000448579.5	1099.33	890.66	0.00	0.00	0.00	0.00	0.00	0.02	0.06	0.00160911	0.0473167	0.413598	0.00475213	0.138344	0.413542
ENSG00000223807.1	ENST00000418151.1	400.00	191.39	0.00	0.00	0.00	0.00	0.00	0.03	0.07	1.97203e-06	0.0764443	0.656201	8.0806e-07	0.223407	0.656204
ENSG00000223808.1	ENST00000456526.1	677.00	468.34	0.00	0.00	0.00	0.00	0.00	0.01	0.03	3.88349e-08	0.0308487	0.653485	1.13482e-07	0.0901564	0.653471
ENSG00000223809.1	ENST00000416873.1	250.00	41.74	0.00	0.00	0.00	0.00	0.00	0.12	0.34	9.94958e-07	0.345795	0.657325	2.9093e-06	1.01067	0.657303
ENSG00000223810.2	ENST00000433288.2	1390.00	1181.32	1.00	0.00	0.01	1.00	0.00	0.01	0.02	0.000208423	0.0195054	0.477719	0.000603091	0.0570165	0.477696
ENSG00000223811.1	ENST00000445974.1	507.00	298.36	0.00	0.00	0.00	0.00	0.00	0.02	0.05	2.75611e-07	0.0489169	0.654945	8.05439e-07	0.142973	0.65489
ENSG00000223812.6	ENST00000438488.1,ENST00000439804.5,ENST00000641055.1,ENST00000641158.1,ENST00000642133.1	1467.00	1258.33	0.00	0.00	0.00	0.00	0.00	0.03	0.09	0.00507943	0.0703836	0.370684	0.014843	0.205689	0.370715
ENSG00000223813.2	ENST00000447171.1,ENST00000450540.2	1132.50	923.82	0.00	0.00	0.00	0.00	0.00	0.01	0.03	0.000300979	0.0274745	0.480573	0.000675837	0.0800944	0.480585
ENSG00000223814.1	ENST00000438589.1	407.00	198.38	0.00	0.00	0.00	0.00	0.00	0.02	0.07	2.09804e-07	0.0739921	0.658936	6.13323e-07	0.216281	0.658903
ENSG00000223815.1	ENST00000428656.1	367.00	158.41	0.00	0.00	0.00	0.00	0.00	0.03	0.09	2.35974e-06	0.0901642	0.654061	6.89525e-06	0.263557	0.65397
ENSG00000223816.5	ENST00000451163.2	355.00	146.42	0.00	0.00	0.00	0.00	0.00	0.03	0.10	6.83202e-08	0.0995082	0.655099	1.99698e-07	0.290861	0.655092
ENSG00000223817.1	ENST00000428918.1	378.00	169.40	0.00	0.00	0.00	0.00	0.00	0.03	0.08	8.39927e-07	0.0861538	0.662028	2.45385e-06	0.251785	0.662022
ENSG00000223819.2	ENST00000446082.2	482.00	273.36	0.00	0.00	0.00	0.00	0.00	0.02	0.05	4.65592e-07	0.0534993	0.653291	1.36055e-06	0.15637	0.653325
ENSG00000223820.5	ENST00000415212.1,ENST00000432948.1,ENST00000438248.1,ENST00000456375.1	534.53	325.90	12.00	0.18	0.52	12.00	0.00	0.25	0.72	0.121206	0.383723	0.187362	0.354302	1.12155	0.187382
ENSG00000223821.1	ENST00000423099.1	370.00	161.41	0.00	0.00	0.00	0.00	0.00	0.03	0.09	9.57646e-07	0.0893187	0.652032	2.79868e-06	0.261045	0.652083
ENSG00000223822.2	ENST00000447052.1	739.00	530.33	0.00	0.00	0.00	0.00	0.00	0.01	0.03	2.0491e-07	0.0273902	0.652318	5.98838e-07	0.0800535	0.652261
ENSG00000223823.1	ENST00000416774.1	1620.00	1411.32	0.00	0.00	0.00	0.00	0.00	0.00	0.01	3.67776e-08	0.0103649	0.65866	1.07466e-07	0.0302981	0.658667
ENSG00000223824.1	ENST00000423595.1	505.00	296.36	0.00	0.00	0.00	0.00	0.00	0.02	0.05	1.39204e-07	0.0491826	0.658101	4.06853e-07	0.143738	0.658168
ENSG00000223825.5	ENST00000475212.1	503.00	294.36	0.00	0.00	0.00	0.00	0.00	0.02	0.05	3.56397e-09	0.0492162	0.657986	1.04198e-08	0.143817	0.658012
ENSG00000223826.1	ENST00000427042.1	390.00	181.39	0.00	0.00	0.00	0.00	0.00	0.03	0.08	1.7336e-08	0.0804046	0.654808	5.0681e-08	0.234976	0.654884
ENSG00000223828.1	ENST00000420029.1	270.00	61.55	0.00	0.00	0.00	0.00	0.00	0.08	0.23	7.35173e-07	0.235193	0.657437	2.14884e-06	0.687429	0.657392
ENSG00000223829.5	ENST00000423781.1,ENST00000438639.1,ENST00000445615.5	715.33	506.67	0.00	0.00	0.00	0.00	0.00	0.03	0.09	0.00260617	0.0637533	0.392671	0.00757681	0.186274	0.392723
ENSG00000223831.1	ENST00000432130.1	249.00	40.77	0.00	0.00	0.00	0.00	0.00	0.12	0.35	1.28364e-06	0.358874	0.659305	3.75189e-06	1.04889	0.659295
ENSG00000223834.3	ENST00000420945.1,ENST00000649682.1	712.00	503.35	0.00	0.00	0.00	0.00	0.00	0.03	0.08	0.000326476	0.0758814	0.519593	0.000932344	0.22178	0.519535
ENSG00000223836.1	ENST00000419418.1	379.00	170.40	0.00	0.00	0.00	0.00	0.00	0.03	0.08	4.88458e-07	0.0856759	0.658365	1.42747e-06	0.250388	0.658367
ENSG00000223837.2	ENST00000415875.2	338.00	129.44	4.00	0.15	0.44	4.00	0.00	0.19	0.55	0.0468895	0.356835	0.301784	0.137248	1.04308	0.301787
ENSG00000223838.1	ENST00000412563.1	566.00	357.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	7.67828e-07	0.0407167	0.656511	2.24412e-06	0.119012	0.656594
ENSG00000223839.7	ENST00000455995.5,ENST00000585417.5,ENST00000586172.1,ENST00000586273.5,ENST00000586842.5,ENST00000588217.5,ENST00000589112.1,ENST00000590254.1,ENST00000590863.5,ENST00000591605.1,ENST00000592053.5,ENST00000592873.1,ENST00000593047.5,ENST00000593216.1	1783.08	1574.41	38.33	0.12	0.35	34.20	4.59	0.23	0.67	0.145528	0.318013	0.132385	0.425053	0.929282	0.132365
ENSG00000223841.1	ENST00000435086.1	1884.00	1675.32	0.00	0.00	0.00	0.00	0.00	0.00	0.01	6.87215e-08	0.00872173	0.657818	2.00894e-07	0.0254964	0.657773
ENSG00000223842.1	ENST00000420237.1	1126.00	917.32	0.00	0.00	0.00	0.00	0.00	0.01	0.02	1.14279e-08	0.0159776	0.655064	3.3397e-08	0.0467004	0.655064
ENSG00000223843.4	ENST00000431327.4	2656.00	2447.32	0.00	0.00	0.00	0.00	0.00	0.00	0.01	3.05813e-08	0.00595081	0.653081	8.9407e-08	0.0173934	0.653091
ENSG00000223845.1	ENST00000455196.1	941.00	732.32	0.00	0.00	0.00	0.00	0.00	0.01	0.02	4.48143e-08	0.0198002	0.655428	1.30976e-07	0.0578604	0.65544
ENSG00000223847.1	ENST00000451797.1	493.00	284.36	0.00	0.00	0.00	0.00	0.00	0.02	0.05	9.75547e-07	0.0512518	0.655665	5.3159e-08	0.149747	0.655699
ENSG00000223849.1	ENST00000433735.1	348.00	139.43	0.00	0.00	0.00	0.00	0.00	0.03	0.10	2.85728e-06	0.105203	0.655428	8.35455e-06	0.307483	0.655434
ENSG00000223850.1	ENST00000433810.1	1039.00	830.32	0.00	0.00	0.00	0.00	0.00	0.01	0.02	1.3463e-07	0.0176203	0.657213	3.93562e-07	0.0515094	0.657198
ENSG00000223855.1	ENST00000452622.1	3506.00	3297.32	21.00	0.03	0.09	21.00	0.00	0.03	0.09	0.0197653	0.0465965	0.142817	0.0577719	0.136198	0.142799
ENSG00000223856.1	ENST00000443911.1	597.00	388.34	0.00	0.00	0.00	0.00	0.00	0.01	0.04	1.16618e-07	0.0378893	0.653329	3.40916e-07	0.110714	0.653319
ENSG00000223859.1	ENST00000427579.1	567.00	358.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	1.81046e-07	0.0400796	0.653616	5.29279e-07	0.117135	0.653582
ENSG00000223861.1	ENST00000452587.1	495.00	286.36	1.00	0.02	0.05	1.00	0.00	0.03	0.10	0.000564569	0.0797398	0.477743	0.00154986	0.232972	0.477786
ENSG00000223863.1	ENST00000436433.1	572.00	363.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	9.03566e-08	0.040007	0.655469	2.64091e-07	0.116933	0.655537
ENSG00000223864.1	ENST00000450070.1	712.00	503.33	0.00	0.00	0.00	0.00	0.00	0.01	0.03	2.7416e-07	0.0290949	0.654635	8.00948e-07	0.0850405	0.654578
ENSG00000223865.10	ENST00000416804.1,ENST00000418931.6,ENST00000428835.5,ENST00000469120.1,ENST00000471184.5,ENST00000478189.1,ENST00000488575.1,ENST00000498038.1	1108.47	899.80	13189.00	71.58	208.75	13189.00	0.00	71.38	208.49	69.419	73.3994	0.00975305	202.908	214.538	0.00975069
ENSG00000223866.1	ENST00000435098.1	391.00	182.39	0.00	0.00	0.00	0.00	0.00	0.03	0.08	2.08644e-06	0.0794593	0.657008	6.09843e-06	0.232264	0.657071
ENSG00000223867.1	ENST00000419352.1	333.00	124.45	0.00	0.00	0.00	0.00	0.00	0.04	0.11	6.53435e-07	0.116552	0.657879	1.9101e-06	0.340695	0.65788
ENSG00000223869.1	ENST00000456086.1	418.00	209.38	0.00	0.00	0.00	0.00	0.00	0.02	0.07	6.27331e-07	0.0692577	0.657165	1.83378e-06	0.202465	0.657194
ENSG00000223870.1	ENST00000426609.1	291.00	82.51	0.00	0.00	0.00	0.00	0.00	0.06	0.17	1.10794e-06	0.175664	0.651921	3.23807e-06	0.513415	0.651945
ENSG00000223872.1	ENST00000449903.1	546.00	337.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	5.65392e-07	0.0424423	0.657063	1.65233e-06	0.124024	0.657104
ENSG00000223873.1	ENST00000434334.1	459.00	250.37	0.00	0.00	0.00	0.00	0.00	0.02	0.06	9.36788e-07	0.0578865	0.651295	2.86729e-07	0.169161	0.651364
ENSG00000223874.1	ENST00000456163.1	393.00	184.39	0.00	0.00	0.00	0.00	0.00	0.03	0.08	1.33629e-07	0.079264	0.653389	3.90605e-07	0.231699	0.653449
ENSG00000223875.2	ENST00000420638.2	1493.00	1284.32	0.00	0.00	0.00	0.00	0.00	0.00	0.01	2.66399e-07	0.0114265	0.658344	7.78845e-07	0.0333927	0.658355
ENSG00000223876.1	ENST00000450552.1	247.00	38.84	0.00	0.00	0.00	0.00	0.00	0.13	0.37	1.86973e-06	0.375158	0.654906	5.46765e-06	1.09648	0.654996
ENSG00000223877.4	ENST00000460876.2	622.00	413.34	0.00	0.00	0.00	0.00	0.00	0.01	0.03	2.47886e-07	0.0351783	0.656041	7.24437e-07	0.102821	0.656056
ENSG00000223878.1	ENST00000452091.1	489.00	280.36	0.00	0.00	0.00	0.00	0.00	0.02	0.05	6.44534e-08	0.0513749	0.650413	7.81138e-07	0.150167	0.650418
ENSG00000223880.1	ENST00000434832.1	387.00	178.39	0.00	0.00	0.00	0.00	0.00	0.03	0.08	1.55346e-06	0.0814388	0.654997	7.47498e-06	0.238012	0.654961
ENSG00000223881.1	ENST00000429469.1	363.00	154.41	2.00	0.06	0.18	2.00	0.00	0.09	0.28	0.0108682	0.203498	0.388631	0.0291707	0.592139	0.38864
ENSG00000223882.1	ENST00000422946.1	469.00	260.36	0.00	0.00	0.00	0.00	0.00	0.02	0.05	4.13163e-07	0.0554066	0.654049	1.20772e-06	0.161937	0.654083
ENSG00000223883.1	ENST00000425517.1	627.00	418.34	1.00	0.01	0.03	1.00	0.00	0.02	0.07	0.000482564	0.0550311	0.469913	0.00141018	0.160845	0.469809
ENSG00000223884.6	ENST00000415520.5,ENST00000428379.1,ENST00000647671.1,ENST00000649356.1	743.75	535.09	0.00	0.00	0.00	0.00	0.00	0.05	0.14	0.00678786	0.0974519	0.356594	0.0195684	0.284573	0.356596
ENSG00000223885.4	ENST00000534703.1	1395.00	1186.32	0.40	0.00	0.00	0.33	0.57	0.01	0.02	4.75693e-07	0.0160633	0.645019	8.62237e-07	0.0469458	0.644997
ENSG00000223886.3	ENST00000493920.1	463.00	254.36	0.00	0.00	0.00	0.00	0.00	0.02	0.06	3.08376e-07	0.0579382	0.654545	9.01295e-07	0.169327	0.654593
ENSG00000223889.1	ENST00000442493.1	361.00	152.42	0.00	0.00	0.00	0.00	0.00	0.03	0.09	2.45296e-07	0.0962719	0.656633	7.17028e-07	0.281361	0.65663
ENSG00000223890.1	ENST00000395058.3	200.00	5.28	0.00	0.00	0.00	0.00	0.00	0.92	2.69	3.56639e-05	2.76313	0.653178	0.000104243	8.0762	0.653122
ENSG00000223891.5	ENST00000435163.4,ENST00000437730.5,ENST00000439943.5,ENST00000442383.1,ENST00000623343.1	1418.57	1209.90	43.00	0.17	0.51	43.00	0.00	0.20	0.59	0.145165	0.264788	0.102766	0.424199	0.773811	0.102777
ENSG00000223893.1	ENST00000451274.1	2190.00	1981.32	0.00	0.00	0.00	0.00	0.00	0.00	0.01	2.21137e-08	0.00739519	0.65921	6.46187e-08	0.0216146	0.659267
ENSG00000223896.2	ENST00000457810.2	1163.00	954.32	2.00	0.01	0.03	2.00	0.00	0.02	0.04	0.00160978	0.0326846	0.386827	0.00470445	0.0955339	0.386781
ENSG00000223897.1	ENST00000421749.1	137.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000223899.1	ENST00000429534.1	948.00	739.32	0.00	0.00	0.00	0.00	0.00	0.01	0.02	9.58874e-09	0.0197168	0.654212	2.80254e-08	0.0576304	0.654185
ENSG00000223901.2	ENST00000418029.2,ENST00000626933.1	741.50	532.83	0.00	0.00	0.00	0.00	0.00	0.02	0.05	0.00052723	0.0439366	0.474404	0.00107246	0.127971	0.474405
ENSG00000223903.1	ENST00000442836.1	416.00	207.38	0.00	0.00	0.00	0.00	0.00	0.02	0.07	1.59014e-07	0.0707052	0.655533	4.64738e-07	0.206673	0.655553
ENSG00000223904.2	ENST00000438594.2	598.00	389.34	0.00	0.00	0.00	0.00	0.00	0.01	0.04	3.11844e-07	0.037513	0.656192	9.11493e-07	0.109635	0.65625
ENSG00000223905.1	ENST00000394513.2	664.00	455.34	0.00	0.00	0.00	0.00	0.00	0.01	0.03	2.67434e-07	0.0320642	0.656587	7.82019e-07	0.0937323	0.656572
ENSG00000223906.1	ENST00000446055.1	467.00	258.36	0.00	0.00	0.00	0.00	0.00	0.02	0.05	4.3217e-08	0.0561022	0.656008	8.39482e-07	0.163953	0.655954
ENSG00000223908.5	ENST00000520807.3	306.00	97.49	0.00	0.00	0.00	0.00	0.00	0.05	0.15	3.22809e-08	0.148934	0.655322	9.4312e-08	0.435266	0.655329
ENSG00000223910.1	ENST00000458063.1	1932.00	1723.32	0.00	0.00	0.00	0.00	0.00	0.00	0.01	2.06229e-08	0.00833047	0.65477	6.02521e-08	0.0243495	0.654779
ENSG00000223911.1	ENST00000402410.2	412.00	203.38	0.00	0.00	0.00	0.00	0.00	0.02	0.07	3.01149e-07	0.0720446	0.656514	8.80262e-07	0.210552	0.656588
ENSG00000223912.1	ENST00000427807.1	1351.00	1142.32	0.00	0.00	0.00	0.00	0.00	0.00	0.01	5.17153e-08	0.0127869	0.657949	1.51182e-07	0.0373719	0.657947
ENSG00000223914.2	ENST00000417422.2,ENST00000457989.1,ENST00000641941.1	4752.00	4543.32	2.00	0.00	0.01	2.00	0.00	0.03	0.09	0.002955	0.0737089	0.432345	0.00863547	0.215447	0.432266
ENSG00000223915.1	ENST00000428060.1	556.00	347.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	5.87607e-08	0.0421606	0.659702	1.71684e-07	0.123205	0.659729
ENSG00000223916.1	ENST00000413663.1	515.00	306.35	0.00	0.00	0.00	0.00	0.00	0.02	0.05	2.12345e-07	0.0468703	0.654647	6.2064e-07	0.136976	0.654602
ENSG00000223917.1	ENST00000442127.1	744.00	535.33	0.00	0.00	0.00	0.00	0.00	0.01	0.03	6.65161e-09	0.027107	0.659859	1.94274e-08	0.0792266	0.659813
ENSG00000223918.1	ENST00000446460.1	224.00	18.61	0.00	0.00	0.00	0.00	0.00	0.26	0.76	9.32094e-06	0.783131	0.659765	2.72344e-05	2.2887	0.659749
ENSG00000223920.2	ENST00000416440.2	715.00	506.33	0.00	0.00	0.00	0.00	0.00	0.01	0.03	3.11432e-07	0.0286833	0.651235	9.10305e-07	0.0838363	0.651306
ENSG00000223921.1	ENST00000451117.1	902.00	693.32	0.00	0.00	0.00	0.00	0.00	0.01	0.02	1.60923e-07	0.0211326	0.655583	4.7028e-07	0.0617706	0.655575
ENSG00000223922.1	ENST00000439895.1	1223.00	1014.32	11.00	0.05	0.15	11.00	0.00	0.06	0.17	0.0267778	0.09041	0.196104	0.0779034	0.263862	0.196163
ENSG00000223923.1	ENST00000450996.1	568.00	359.35	0.00	0.00	0.00	0.00	0.00	0.01	0.04	1.56237e-07	0.0404236	0.656985	4.56584e-07	0.118152	0.657007
ENSG00000223928.1	ENST00000422734.1	947.00	738.32	0.00	0.00	0.00	0.00	0.00	0.01	0.02	1.0886e-08	0.0195209	0.656687	3.18087e-08	0.0570586	0.656639
ENSG00000223930.5	ENST00000411727.1,ENST00000414475.1,ENST00000417383.1,ENST00000418585.1,ENST00000439810.5	888.20	679.54	0.00	0.00	0.00	0.00	0.00	0.05	0.16	0.0107357	0.106306	0.323114	0.0312623	0.310566	0.323133
ENSG00000223931.2	ENST00000426099.2	345.00	136.43	0.00	0.00	0.00	0.00	0.00	0.04	0.10	1.02848e-06	0.105731	0.655149	4.80595e-06	0.309071	0.655188
ENSG00000223935.2	ENST00000441630.1,ENST00000647983.1	723.00	514.33	20.00	0.19	0.55	20.00	0.00	0.21	0.62	0.127054	0.303546	0.145295	0.371342	0.887164	0.145276
ENSG00000223940.1	ENST00000434750.1	1448.00	1239.32	0.00	0.00	0.00	0.00	0.00	0.00	0.01	4.61522e-08	0.0117908	0.657499	1.34874e-07	0.0344632	0.657561
ENSG00000223941.5	ENST00000436432.1,ENST00000441018.1,ENST00000455307.5	545.99	337.34	3.00	0.04	0.13	3.00	0.00	0.11	0.33	0.0296401	0.216579	0.296345	0.0866149	0.632976	0.296343
ENSG00000223942.1	ENST00000431017.1	359.00	150.42	0.00	0.00	0.00	0.00	0.00	0.03	0.09	7.87537e-07	0.0973753	0.656461	2.30199e-06	0.284573	0.656438
ENSG00000223944.1	ENST00000413901.1	596.00	387.34	0.00	0.00	0.00	0.00	0.00	0.01	0.04	3.5571e-07	0.0372908	0.656398	1.04015e-06	0.108963	0.656339
ENSG00000223945.2	ENST00000426826.2	870.00	661.33	0.00	0.00	0.00	0.00	0.00	0.01	0.02	5.86363e-08	0.0221559	0.654938	1.71421e-07	0.0647399	0.654943
ENSG00000223946.1	ENST00000412701.1	161.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0
ENSG00000223947.1	ENST00000452364.1	3485.00	3276.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.19341e-08	0.00446194	0.656305	6.40882e-08	0.0130418	0.656282
ENSG00000223948.1	ENST00000425870.1	423.00	214.38	0.00	0.00	0.00	0.00	0.00	0.02	0.07	1.22602e-06	0.068718	0.657432	3.58304e-06	0.200852	0.657428
ENSG00000223949.6	ENST00000412349.6,ENST00000424995.1	1881.50	1672.82	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.000136541	0.0144263	0.477916	0.000399065	0.0421637	0.477861
ENSG00000223951.1	ENST00000456007.1	258.00	49.61	0.00	0.00	0.00	0.00	0.00	0.10	0.29	3.19097e-07	0.295598	0.658331	9.32683e-07	0.863928	0.658381
ENSG00000223953.5	ENST00000525657.2,ENST00000528368.2,ENST00000530681.2,ENST00000634633.1	863.50	654.84	0.00	0.00	0.00	0.00	0.00	0.04	0.12	0.00563687	0.0880885	0.371311	0.0165223	0.257511	0.371273
